b4054	STM0998
b4054	STM4248
b4053	STM1802
b4053	STM4247
b4055	STM4249
b0929	STM0999
b0929	STM1473
b0929	STM2267
b0928	STM0998
b0928	STM4248
b4042	STM4236
b3196	STM3314
b3197	STM3315
b4287	STM0590
b4287	STM0192
b3198	STM3316
b4041	STM4235
b4040	STM4234
b0918	STM0988
b0910	STM0980
b0915	STM0985
b0914	STM0984
b4039	STM4233
b4036	STM4231
b4035	STM4230
b4035	STM3554
b3189	STM3307
b2095	STM3257
b4032	STM4227
b2096	STM3253
b4034	STM4229
b2097	STM2141
b3187	STM3305
b4033	STM4228
b2091	STM3261
b3182	STM3300
b2093	STM3259
b2094	STM3258
b0908	STM0978
b0907	STM0977
b0904	STM0974
b0903	STM0973
b0903	STM3241
b0902	STM0970
b4025	STM4221
b3177	STM3295
b4267	STM4484
b4266	STM4483
b4024	STM4220
b4268	STM4485
b4268	STM3542
b4265	STM4482
b4265	STM3512
b3176	STM3294
b4260	STM4477
b4014	STM4183
b4013	STM4182
b4015	STM4184
b0729	STM0739
b1818	STM1831
b2907	STM3057
b1819	STM1832
b1814	STM3240
b1814	STM1826
b1814	STM2196
b1814	STM2971
b2903	STM3053
b0724	STM0735
b2904	STM3054
b0723	STM0734
b2905	STM3055
b0722	STM0733
b0963	STM1076
b2906	STM0671
b1817	STM1830
b0721	STM0732
b0728	STM0738
b0727	STM0737
b0726	STM0736
b1812	STM1824
b2901	STM3051
b0720	STM0730
b4087	STM3882
b4087	STM2189
b4086	STM3883
b0954	STM1067
b1805	STM1818
b4079	STM4285
b4077	STM4283
b4072	STM2064
b4072	STM1385
b4072	STM4279
b4073	STM4280
b4070	STM4277
b0945	STM1058
b4069	STM4275
b4067	STM4273
b0932	STM1057
b0931	STM1004
b3360	STM3469
b0092	STM0130
b0091	STM0129
b0090	STM0128
b1185	STM1807
b0096	STM0134
b4208	STM0150
b4208	STM4398
b4208	STM0568
b4208	STM1584
b2026	STM2078
b3115	STM2337
b3115	STM3242
b3115	STM2057
b3599	STM3256
b3599	STM3685
b0088	STM0126
b3116	STM3243
b2027	STM2079
b3359	STM1303
b3359	STM3468
b0087	STM0125
b3117	STM3244
b2028	STM2080
b0086	STM0124
b2029	STM2081
b2022	STM2074
b2264	STM2309
b2023	STM2075
b2265	STM2310
b2024	STM2076
b2025	STM2077
b3114	STM0973
b3114	STM3241
b2260	STM2305
b3350	STM0086
b3350	STM3457
b2261	STM2306
b2020	STM2072
b2262	STM2307
b2021	STM2073
b0085	STM0123
b0084	STM0122
b2019	STM2071
b3588	STM3680
b2257	STM2301
b0077	STM3901
b0077	STM3796
b3589	STM2973
b2253	STM2297
b2254	STM2298
b2255	STM2299
b2497	STM2497
b2498	STM2498
b3580	STM3674
b2492	STM0974
b3581	STM3675
b3582	STM4387
b2251	STM2295
b2010	STM0863
b2010	STM2062
b2010	STM0637
b3583	STM0101
b3583	STM4388
b3583	STM3677
b0074	STM0113
b0073	STM0112
b0072	STM0111
b0071	STM0110
b2488	STM2848
b0067	STM0107
b3577	STM3671
b0066	STM0106
b2489	STM2847
b3578	STM3672
b3579	STM3673
b2242	STM2285
b2243	STM2286
b1397	STM3982
b3575	STM3668
b2245	STM1106
b2245	STM2289
b2487	STM2849
b0068	STM0108
b1392	STM2093
b2481	STM2852
b2240	STM2283
b3571	STM3664
b2483	STM2850
b3572	STM3665
b2241	STM2284
b0063	STM0103
b0062	STM0102
b0061	STM0101
b0061	STM4388
b0061	STM3677
b2239	STM2282
b2235	STM2278
b3567	STM3882
b3567	STM2189
b2478	STM2489
b1385	STM3680
b2232	STM2276
b3564	STM3660
b3565	STM3661
b2476	STM2487
b2234	STM2277
b4254	STM4465
b4254	STM4469
b3161	STM3279
b4006	STM4176
b2066	STM2122
b4245	STM4460
b4244	STM4459
b4005	STM4175
b4485	STM3882
b4485	STM2189
b4242	STM3763
b4242	STM4456
b2065	STM2121
b3390	STM3487
b4481	STM3927
b4238	STM4452
b4237	STM4451
b4239	STM4453
b3386	STM3483
b2297	STM2338
b2297	STM2466
b4476	STM3541
b4233	STM4416
b4478	STM3828
b3389	STM3486
b2051	STM2107
b4471	STM3240
b4471	STM1826
b4471	STM2196
b4471	STM2971
b2052	STM2108
b4232	STM4415
b2053	STM2109
b2296	STM2337
b2296	STM3242
b2296	STM2057
b3385	STM3482
b2291	STM2332
b3137	STM3253
b2048	STM2104
b4226	STM4414
b2049	STM2084
b1197	STM3603
b1197	STM1796
b2286	STM2326
b2287	STM2327
b2288	STM2328
b2040	STM2096
b2282	STM2322
b1193	STM1799
b1193	STM3112
b2041	STM3922
b2041	STM2097
b2284	STM2324
b3132	STM3257
b2285	STM2325
b1190	STM1802
b1190	STM4247
b2280	STM2320
b2281	STM2321
b1192	STM1800
b4219	STM4408
b3368	STM3477
b2279	STM2319
b3126	STM3249
b2038	STM2094
b0099	STM0137
b2039	STM2095
b3128	STM3250
b1186	STM1806
b3365	STM3474
b3366	STM3475
b3124	STM2492
b3124	STM2959
b3124	STM0525
b3124	STM3247
b2277	STM2317
b1189	STM1803
b2278	STM2318
b3125	STM0519
b3125	STM3248
b4213	STM4403
b3367	STM3476
b2309	STM2354
b2309	STM2355
b0369	STM0372
b2789	STM3827
b2789	STM2962
b1216	STM1771
b2306	STM0662
b2306	STM2351
b2306	STM0828
b2307	STM2352
b3639	STM3730
b2308	STM2353
b3632	STM3723
b3875	STM4016
b3633	STM3724
b0121	STM0166
b2787	STM2960
b2787	STM2961
b3634	STM3725
b0120	STM0165
b2788	STM2960
b2788	STM2961
b1215	STM1772
b0126	STM0171
b2781	STM2954
b1692	STM1359
b3870	STM4007
b0125	STM0170
b1693	STM1358
b1210	STM1777
b0124	STM0169
b3630	STM3721
b1453	STM0150
b1453	STM4398
b1453	STM0568
b1453	STM1584
b2784	STM2956
b3631	STM3722
b0123	STM0168
b2780	STM2953
b0118	STM0158
b0116	STM0154
b2536	STM2554
b3625	STM3716
b2779	STM2952
b3867	STM4004
b3626	STM3717
b1207	STM1780
b3627	STM3718
b1208	STM1779
b3628	STM3719
b3621	STM3712
b0595	STM0597
b2533	STM2546
b0110	STM0146
b0594	STM0596
b1444	STM1597
b0593	STM0595
b0592	STM0594
b3624	STM3715
b0115	STM0153
b3860	STM3997
b0356	STM1627
b0114	STM0152
b1441	STM1226
b1441	STM0878
b1441	STM0428
b2530	STM2543
b0355	STM2194
b0112	STM0150
b0112	STM4398
b0112	STM0568
b0112	STM1584
b3620	STM3711
b0596	STM0598
b1680	STM2984
b0591	STM0593
b0590	STM0592
b3619	STM3710
b0589	STM0591
b1678	STM1375
b3616	STM3708
b0109	STM0145
b3617	STM3709
b3610	STM3702
b2763	STM2947
b0584	STM0585
b0584	STM2777
b2521	STM2533
b2764	STM2948
b0583	STM0584
b2523	STM2536
b1676	STM1378
b3612	STM3704
b2765	STM2949
b1677	STM1377
b0588	STM0590
b0588	STM0192
b0104	STM0141
b0103	STM0140
b0586	STM0588
b2762	STM2946
b3850	STM3987
b0585	STM0586
b3607	STM3699
b2518	STM2526
b3608	STM3700
b3849	STM3986
b2519	STM2531
b0337	STM3334
b0336	STM3333
b3603	STM3692
b3846	STM3983
b3845	STM3982
b2515	STM2523
b3605	STM3694
b0331	STM0368
b2752	STM2935
b2994	STM3147
b3600	STM3686
b3844	STM3979
b3843	STM3978
b2997	STM3150
b0335	STM0371
b0576	STM0150
b0576	STM4398
b0576	STM0568
b0576	STM1584
b0334	STM0370
b0333	STM0369
b2750	STM2933
b1661	STM1427
b2751	STM2934
b1662	STM1426
b1260	STM1727
b1261	STM1726
b1262	STM1725
b0173	STM0220
b0171	STM0218
b2587	STM2654
b2103	STM2146
b0166	STM0213
b2104	STM2147
b3437	STM4485
b3437	STM3542
b3430	STM3536
b1252	STM1737
b2341	STM2388
b3431	STM3537
b2342	STM2389
b3432	STM3538
b1015	STM1125
b2585	STM2652
b1014	STM1124
b3433	STM3539
b2344	STM2391
b3670	STM3795
b3671	STM3901
b3671	STM3796
b2582	STM2649
b0160	STM0208
b1007	STM1098
b1249	STM1739
b3428	STM3534
b3429	STM3535
b1245	STM1744
b0155	STM0203
b1002	STM1117
b1246	STM1743
b1246	STM3627
b0154	STM0202
b3666	STM3787
b1247	STM1742
b1247	STM3626
b3425	STM3525
b0153	STM0194
b2578	STM2645
b3426	STM3526
b2579	STM2646
b2579	STM0843
b0152	STM0193
b0394	STM0393
b1483	STM0848
b0159	STM0207
b1241	STM1749
b1484	STM1743
b1484	STM3627
b0158	STM0206
b2574	STM2641
b1486	STM3629
b1244	STM1745
b0151	STM0590
b0151	STM0192
b0150	STM0364
b0150	STM0191
b0149	STM0190
b1238	STM1750
b3416	STM3513
b2328	STM2383
b3417	STM3514
b2329	STM2384
b2323	STM2378
