XFCFBP8418_010140	RSPSS4_00999
XFCFBP8418_010140	RSPSS4_02440
XFCFBP8418_015830	RSPSS4_01567
XFCFBP8418_012560	RSPSS4_02354
XFCFBP8418_024550	RSPSS4_02683
XFCFBP8418_023460	RSPSS4_03169
XFCFBP8418_000340	RSPSS4_00513
XFCFBP8418_021280	RSPSS4_01510
XFCFBP8418_000100	RSPSS4_03335
XFCFBP8418_000100	RSPSS4_03401
XFCFBP8418_000100	RSPSS4_00917
XFCFBP8418_019190	RSPSS4_03819
XFCFBP8418_003850	RSPSS4_02133
XFCFBP8418_025400	RSPSS4_04775
XFCFBP8418_026730	RSPSS4_04360
XFCFBP8418_026730	RSPSS4_02993
XFCFBP8418_025640	RSPSS4_02200
XFCFBP8418_027800	RSPSS4_00360
XFCFBP8418_004700	RSPSS4_02712
XFCFBP8418_011240	RSPSS4_02949
XFCFBP8418_012330	RSPSS4_00721
XFCFBP8418_015840	RSPSS4_02871
XFCFBP8418_010150	RSPSS4_00544
XFCFBP8418_011480	RSPSS4_00445
XFCFBP8418_014990	RSPSS4_00585
XFCFBP8418_022360	RSPSS4_00329
XFCFBP8418_004710	RSPSS4_02711
XFCFBP8418_023450	RSPSS4_03168
XFCFBP8418_003860	RSPSS4_02134
XFCFBP8418_023690	RSPSS4_00656
XFCFBP8418_023690	RSPSS4_03925
XFCFBP8418_026720	RSPSS4_02994
XFCFBP8418_026720	RSPSS4_04361
XFCFBP8418_000350	RSPSS4_00515
XFCFBP8418_022120	RSPSS4_00321
XFCFBP8418_025630	RSPSS4_02199
XFCFBP8418_001680	RSPSS4_04226
XFCFBP8418_001680	RSPSS4_00012
XFCFBP8418_011250	RSPSS4_02950
XFCFBP8418_015850	RSPSS4_00557
XFCFBP8418_010160	RSPSS4_00543
XFCFBP8418_014760	RSPSS4_00408
XFCFBP8418_027840	RSPSS4_01388
XFCFBP8418_026750	RSPSS4_02990
XFCFBP8418_004720	RSPSS4_02926
XFCFBP8418_025660	RSPSS4_02202
XFCFBP8418_024570	RSPSS4_01192
XFCFBP8418_023480	RSPSS4_03171
XFCFBP8418_002300	RSPSS4_00502
XFCFBP8418_001690	RSPSS4_04227
XFCFBP8418_001690	RSPSS4_04722
XFCFBP8418_001690	RSPSS4_00011
XFCFBP8418_023000	RSPSS4_02148
XFCFBP8418_000360	RSPSS4_02338
XFCFBP8418_025420	RSPSS4_00399
XFCFBP8418_006900	RSPSS4_03420
XFCFBP8418_014530	RSPSS4_01800
XFCFBP8418_017800	RSPSS4_00472
XFCFBP8418_013200	RSPSS4_00381
XFCFBP8418_011260	RSPSS4_02951
XFCFBP8418_010170	RSPSS4_00542
XFCFBP8418_012590	RSPSS4_02681
XFCFBP8418_012350	RSPSS4_01237
XFCFBP8418_025650	RSPSS4_02201
XFCFBP8418_003400	RSPSS4_01714
XFCFBP8418_002310	RSPSS4_00503
XFCFBP8418_027830	RSPSS4_02779
XFCFBP8418_022380	RSPSS4_04458
XFCFBP8418_004730	RSPSS4_02927
XFCFBP8418_023470	RSPSS4_03170
XFCFBP8418_025410	RSPSS4_04754
XFCFBP8418_026740	RSPSS4_02991
XFCFBP8418_012120	RSPSS4_01393
XFCFBP8418_013210	RSPSS4_02996
XFCFBP8418_015630	RSPSS4_00408
XFCFBP8418_014300	RSPSS4_02115
XFCFBP8418_011270	RSPSS4_02952
XFCFBP8418_012360	RSPSS4_01964
XFCFBP8418_014780	RSPSS4_02917
XFCFBP8418_014540	RSPSS4_02893
XFCFBP8418_026530	RSPSS4_01717
XFCFBP8418_026530	RSPSS4_02283
XFCFBP8418_025440	RSPSS4_00398
XFCFBP8418_002320	RSPSS4_02141
XFCFBP8418_006920	RSPSS4_03421
XFCFBP8418_004740	RSPSS4_02928
XFCFBP8418_025680	RSPSS4_02204
XFCFBP8418_004980	RSPSS4_01693
XFCFBP8418_001470	RSPSS4_03289
XFCFBP8418_000380	RSPSS4_01317
XFCFBP8418_001230	RSPSS4_00517
XFCFBP8418_011280	RSPSS4_02954
XFCFBP8418_010190	RSPSS4_00541
XFCFBP8418_012130	RSPSS4_01392
XFCFBP8418_017820	RSPSS4_01129
XFCFBP8418_017820	RSPSS4_03649
XFCFBP8418_017820	RSPSS4_02030
XFCFBP8418_012370	RSPSS4_01965
XFCFBP8418_014550	RSPSS4_02894
XFCFBP8418_000390	RSPSS4_00410
XFCFBP8418_023490	RSPSS4_03172
XFCFBP8418_026760	RSPSS4_02988
XFCFBP8418_022160	RSPSS4_01916
XFCFBP8418_025670	RSPSS4_02203
XFCFBP8418_024580	RSPSS4_01191
XFCFBP8418_003660	RSPSS4_01218
XFCFBP8418_002570	RSPSS4_03013
XFCFBP8418_004750	RSPSS4_00429
XFCFBP8418_002330	RSPSS4_01264
XFCFBP8418_027850	RSPSS4_00114
XFCFBP8418_001240	RSPSS4_03725
XFCFBP8418_004990	RSPSS4_02538
XFCFBP8418_011290	RSPSS4_02955
XFCFBP8418_016500	RSPSS4_01388
XFCFBP8418_015410	RSPSS4_00294
XFCFBP8418_017830	RSPSS4_00047
XFCFBP8418_012140	RSPSS4_01390
XFCFBP8418_011050	RSPSS4_00591
XFCFBP8418_014560	RSPSS4_02895
XFCFBP8418_001490	RSPSS4_04902
XFCFBP8418_001490	RSPSS4_01162
XFCFBP8418_023280	RSPSS4_00345
XFCFBP8418_026790	RSPSS4_02353
XFCFBP8418_022190	RSPSS4_01798
XFCFBP8418_025220	RSPSS4_02849
XFCFBP8418_002100	RSPSS4_03770
XFCFBP8418_026550	RSPSS4_02539
XFCFBP8418_023040	RSPSS4_02599
XFCFBP8418_025460	RSPSS4_01012
XFCFBP8418_000160	RSPSS4_04226
XFCFBP8418_000160	RSPSS4_00012
XFCFBP8418_005850	RSPSS4_01653
XFCFBP8418_002580	RSPSS4_04833
XFCFBP8418_003670	RSPSS4_00431
XFCFBP8418_012390	RSPSS4_01967
XFCFBP8418_011060	RSPSS4_00590
XFCFBP8418_016510	RSPSS4_00114
XFCFBP8418_012150	RSPSS4_01043
XFCFBP8418_014570	RSPSS4_02384
XFCFBP8418_015420	RSPSS4_02598
XFCFBP8418_000170	RSPSS4_04227
XFCFBP8418_000170	RSPSS4_04722
XFCFBP8418_000170	RSPSS4_00011
XFCFBP8418_021090	RSPSS4_00928
XFCFBP8418_025690	RSPSS4_02205
XFCFBP8418_007800	RSPSS4_00357
XFCFBP8418_026540	RSPSS4_02838
XFCFBP8418_025450	RSPSS4_00397
XFCFBP8418_003200	RSPSS4_02499
XFCFBP8418_026780	RSPSS4_00593
XFCFBP8418_023030	RSPSS4_02600
XFCFBP8418_006950	RSPSS4_02533
XFCFBP8418_003680	RSPSS4_02929
XFCFBP8418_004770	RSPSS4_01515
XFCFBP8418_001020	RSPSS4_00365
XFCFBP8418_011070	RSPSS4_01254
XFCFBP8418_017850	RSPSS4_01354
XFCFBP8418_014340	RSPSS4_02340
XFCFBP8418_015670	RSPSS4_00446
XFCFBP8418_013010	RSPSS4_02919
XFCFBP8418_015430	RSPSS4_02615
XFCFBP8418_003690	RSPSS4_03027
XFCFBP8418_003690	RSPSS4_01580
XFCFBP8418_026570	RSPSS4_02734
XFCFBP8418_025480	RSPSS4_00337
XFCFBP8418_007810	RSPSS4_00356
XFCFBP8418_004300	RSPSS4_03521
