XFCFBP8418_010140	RSc0977
XFCFBP8418_010140	RSc2291
XFCFBP8418_015830	RSc1477
XFCFBP8418_012560	RSc2206
XFCFBP8418_024550	RSc2528
XFCFBP8418_023460	RSc3010
XFCFBP8418_000340	RSc0501
XFCFBP8418_021280	RSc1426
XFCFBP8418_000100	RSc3171
XFCFBP8418_000100	RSc0891
XFCFBP8418_000100	RSc3247
XFCFBP8418_019190	RSp1230
XFCFBP8418_003850	RSc1984
XFCFBP8418_025400	RSp0253
XFCFBP8418_026730	RSp0681
XFCFBP8418_026730	RSc2884
XFCFBP8418_025640	RSc2053
XFCFBP8418_027800	RSc0353
XFCFBP8418_004700	RSc2557
XFCFBP8418_011240	RSc2842
XFCFBP8418_012330	RSc0697
XFCFBP8418_015840	RSc2763
XFCFBP8418_010150	RSc0531
XFCFBP8418_011480	RSc0434
XFCFBP8418_014990	RSc0566
XFCFBP8418_022360	RSc0322
XFCFBP8418_004710	RSc2556
XFCFBP8418_023450	RSc3009
XFCFBP8418_003860	RSc1985
XFCFBP8418_023690	RSp1124
XFCFBP8418_023690	RSc0632
XFCFBP8418_026720	RSc2885
XFCFBP8418_026720	RSp0680
XFCFBP8418_000350	RSc0503
XFCFBP8418_022120	RSc0314
XFCFBP8418_025630	RSc2052
XFCFBP8418_001680	RSc0011
XFCFBP8418_001680	RSp0819
XFCFBP8418_011250	RSc2843
XFCFBP8418_015850	RSc0539
XFCFBP8418_010160	RSc0530
XFCFBP8418_014760	RSc0399
XFCFBP8418_027840	RSc1305
XFCFBP8418_026750	RSc2881
XFCFBP8418_004720	RSc2820
XFCFBP8418_025660	RSc2055
XFCFBP8418_024570	RSc1118
XFCFBP8418_023480	RSc3012
XFCFBP8418_002300	RSc0490
XFCFBP8418_001690	RSp0312
XFCFBP8418_001690	RSc0010
XFCFBP8418_001690	RSp0818
XFCFBP8418_023000	RSc1998
XFCFBP8418_000360	RSc2190
XFCFBP8418_025420	RSc0391
XFCFBP8418_006900	RSc3265
XFCFBP8418_014530	RSc1642
XFCFBP8418_017800	RSc0461
XFCFBP8418_013200	RSc0374
XFCFBP8418_011260	RSc2844
XFCFBP8418_010170	RSc0529
XFCFBP8418_012590	RSc2526
XFCFBP8418_012350	RSc1163
XFCFBP8418_025650	RSc2054
XFCFBP8418_003400	RSc1722
XFCFBP8418_002310	RSc0491
XFCFBP8418_027830	RSc2674
XFCFBP8418_022380	RSp0583
XFCFBP8418_004730	RSc2821
XFCFBP8418_023470	RSc3011
XFCFBP8418_025410	RSp0274
XFCFBP8418_026740	RSc2882
XFCFBP8418_012120	RSc1310
XFCFBP8418_013210	RSc2887
XFCFBP8418_015630	RSc0399
XFCFBP8418_014300	RSc1965
XFCFBP8418_011270	RSc2845
XFCFBP8418_012360	RSc1537
XFCFBP8418_014780	RSc2811
XFCFBP8418_014540	RSc2785
XFCFBP8418_026530	RSc1719
XFCFBP8418_026530	RSc2137
XFCFBP8418_025440	RSc0390
XFCFBP8418_002320	RSc1991
XFCFBP8418_006920	RSc3266
XFCFBP8418_004740	RSc2822
XFCFBP8418_025680	RSc2057
XFCFBP8418_004980	RSc1745
XFCFBP8418_001470	RSc3125
XFCFBP8418_000380	RSc1235
XFCFBP8418_001230	RSc0505
XFCFBP8418_011280	RSc2847
XFCFBP8418_010190	RSc0528
XFCFBP8418_012130	RSc1309
XFCFBP8418_017820	RSc1106
XFCFBP8418_017820	RSp0065
XFCFBP8418_017820	RSc1873
XFCFBP8418_012370	RSc1536
XFCFBP8418_014550	RSc2786
XFCFBP8418_000390	RSc0401
XFCFBP8418_023490	RSc3013
XFCFBP8418_026760	RSc2879
XFCFBP8418_022160	RSc1567
XFCFBP8418_025670	RSc2056
XFCFBP8418_024580	RSc1117
XFCFBP8418_003660	RSc1144
XFCFBP8418_002570	RSc2903
XFCFBP8418_004750	RSc0420
XFCFBP8418_002330	RSc1182
XFCFBP8418_027850	RSc0113
XFCFBP8418_001240	RSp1327
XFCFBP8418_001240	RSp1358
XFCFBP8418_004990	RSc2386
XFCFBP8418_011290	RSc2848
XFCFBP8418_016500	RSc1305
XFCFBP8418_015410	RSc0287
XFCFBP8418_017830	RSc0045
XFCFBP8418_012140	RSc1307
XFCFBP8418_011050	RSc0572
XFCFBP8418_014560	RSc2787
XFCFBP8418_001490	RSp1389
XFCFBP8418_023280	RSc0338
XFCFBP8418_026790	RSc2205
XFCFBP8418_022190	RSc1644
XFCFBP8418_025220	RSc2741
XFCFBP8418_002100	RSp1279
XFCFBP8418_026550	RSc2387
XFCFBP8418_023040	RSc2445
XFCFBP8418_025460	RSc0990
XFCFBP8418_000160	RSc0011
XFCFBP8418_000160	RSp0819
XFCFBP8418_005850	RSc1786
XFCFBP8418_002580	RSp0196
XFCFBP8418_003670	RSc0422
XFCFBP8418_012390	RSc1534
XFCFBP8418_011060	RSc0571
XFCFBP8418_016510	RSc0113
XFCFBP8418_012150	RSc1021
